hexsha,patch,summary,author
b084b420d9d6,https://github.com/qemu/qemu/commit/b084b420d9d6,block/rbd: fix memory leak in qemu_rbd_co_create_opts(),Stefano Garzarella
c1c1f6cf5114,https://github.com/qemu/qemu/commit/c1c1f6cf5114,block/rbd: fix memory leak in qemu_rbd_connect(),Stefano Garzarella
349bf41d592c,https://github.com/qemu/qemu/commit/349bf41d592c,hw/block/nvme: fix missing string representation for ns attachment,Klaus Jensen
ecb23efea089,https://github.com/qemu/qemu/commit/ecb23efea089,migration: Fix missing qemu_fflush() on buffer file in bg_migration_thread,Andrey Gruzdev
574b8304cfcc,https://github.com/qemu/qemu/commit/574b8304cfcc,"block/vdi: When writing new bmap entry fails, don't leak the buffer",David Edmondson
093256789aae,https://github.com/qemu/qemu/commit/093256789aae,hw/ppc: e500: Add missing #address-cells and #size-cells in the eTSEC node,Bin Meng
9561353ddc35,https://github.com/qemu/qemu/commit/9561353ddc35,hw/block/nvme: fix resource leak in nvme_dif_rw,Klaus Jensen
9e06080bed29,https://github.com/qemu/qemu/commit/9e06080bed29,vhost-user: Fix double-close on slave_read() error path,Greg Kurz
9162ed664926,https://github.com/qemu/qemu/commit/9162ed664926,net/colo-compare.c: Fix memory leak for non-tcp packet,Lukas Straub
fca676429ca7,https://github.com/qemu/qemu/commit/fca676429ca7,migration/tls: add error handling in multifd_tls_handshake_thread,Hao Wang
5793f5aafb05,https://github.com/qemu/qemu/commit/5793f5aafb05,s390x/pci: Add missing initialization for g_autofree variables,Miroslav Rezanina
e5943b00d35e,https://github.com/qemu/qemu/commit/e5943b00d35e,hw/ppc: e500: Add missing <ranges> in the eTSEC node,Bin Meng
166a1cf404cd,https://github.com/qemu/qemu/commit/166a1cf404cd,backends/dbus-vmstate: Fix short read error handling,Markus Armbruster
1184b411016b,https://github.com/qemu/qemu/commit/1184b411016b,block/qcow2: refactor qcow2_update_options_prepare error paths,Vladimir Sementsov-Ogievskiy
2526e69efd8e,https://github.com/qemu/qemu/commit/2526e69efd8e,target/hexagon/opcodes: Add missing varargs cleanup,Philippe Mathieu-Daudé
b52fa0ea45be,https://github.com/qemu/qemu/commit/b52fa0ea45be,hw/pci: Have safer pcie_bus_realize() by checking error path,Philippe Mathieu-Daudé
00e7b1299599,https://github.com/qemu/qemu/commit/00e7b1299599,virtio-net: add missing object_unref(),Laurent Vivier
dcb6699512b6,https://github.com/qemu/qemu/commit/dcb6699512b6,crypto: luks: Fix tiny memory leak,Maxim Levitsky
832a59e43b5d,https://github.com/qemu/qemu/commit/832a59e43b5d,hw/block/nvme: fix error handling in nvme_ns_realize,Klaus Jensen
cd42771a3344,https://github.com/qemu/qemu/commit/cd42771a3344,hw/block/nvme: add missing string representations for commands,Klaus Jensen
f2c0fb93a449,https://github.com/qemu/qemu/commit/f2c0fb93a449,hw/char/exynos4210_uart: Fix missing call to report ready for input,Iris Johnson
acef3f8b4706,https://github.com/qemu/qemu/commit/acef3f8b4706,9pfs/proxy: Check return value of proxy_marshal(),Greg Kurz
992809bf8bfa,https://github.com/qemu/qemu/commit/992809bf8bfa,qemu-nbd: Fix a memleak in qemu_nbd_client_list(),Alex Chen
22db12138999,https://github.com/qemu/qemu/commit/22db12138999,linux-user: add missing IPv6 get/setsockopt option,Shu-Chun Weng
f8e3df09d2a1,https://github.com/qemu/qemu/commit/f8e3df09d2a1,tests: Fix memory leak in tpm-util.c,Stefan Berger
3e829c046896,https://github.com/qemu/qemu/commit/3e829c046896,qtest/npcm7xx_pwm-test: Fix memleak in pwm_qom_get,Gan Qixin
73624e04a538,https://github.com/qemu/qemu/commit/73624e04a538,npcm7xx_adc-test: Fix memleak in adc_qom_set,Gan Qixin
3d64fdde67f5,https://github.com/qemu/qemu/commit/3d64fdde67f5,misc/mos6522: Use timer_free() in the finalize function to avoid memleak,Gan Qixin
b026d4a6e609,https://github.com/qemu/qemu/commit/b026d4a6e609,pl031: Use timer_free() in the finalize function to avoid memleaks,Gan Qixin
5f8679fe46d7,https://github.com/qemu/qemu/commit/5f8679fe46d7,vnc: Fix a memleak in vnc_display_connect(),Alex Chen
3fabd5199456,https://github.com/qemu/qemu/commit/3fabd5199456,exynos4210_rtc: Use ptimer_free() in the finalize function to avoid memleaks,Gan Qixin
ea492b124586,https://github.com/qemu/qemu/commit/ea492b124586,digic-timer: Use ptimer_free() in the finalize function to avoid memleaks,Gan Qixin
61e21b05de63,https://github.com/qemu/qemu/commit/61e21b05de63,hw/rtc/twl92230: Add missing 'break',Philippe Mathieu-Daudé
51c915674d8c,https://github.com/qemu/qemu/commit/51c915674d8c,target/unicore32/translate: Add missing fallthrough annotations,Thomas Huth
ef0efa1a0456,https://github.com/qemu/qemu/commit/ef0efa1a0456,ppc/e500: Free irqs array to avoid memleak,Gan Qixin
94237657af9a,https://github.com/qemu/qemu/commit/94237657af9a,blockdev: Fix a memleak in drive_backup_prepare(),Pan Nengyuan
0c4c8671d790,https://github.com/qemu/qemu/commit/0c4c8671d790,elf2dmp/pdb: Plug memleak in pdb_init_from_file,Pan Nengyuan
514284d73d09,https://github.com/qemu/qemu/commit/514284d73d09,elf2dmp/qemu_elf: Plug memleak in QEMU_Elf_init,Pan Nengyuan
d9dbf25f9624,https://github.com/qemu/qemu/commit/d9dbf25f9624,block: Simplify qmp_block_resize() error paths,Kevin Wolf
c7454f051714,https://github.com/qemu/qemu/commit/c7454f051714,s390x/cpu: Use timer_free() in the finalize function to avoid memleaks,Gan Qixin
947191b4312a,https://github.com/qemu/qemu/commit/947191b4312a,ui/vnc: Add missing lock for send_color_map,Peng Liang
b0bed2c91628,https://github.com/qemu/qemu/commit/b0bed2c91628,hw/m68k/mcf5206: Don't leak IRQs in mcf5206_mbar_realize(),Peter Maydell
43d1da7cb99e,https://github.com/qemu/qemu/commit/43d1da7cb99e,test-qga: fix a resource leak in test_qga_guest_get_osinfo(),Alex Chen
7b3dc2f8c0b8,https://github.com/qemu/qemu/commit/7b3dc2f8c0b8,failover: Remove memory leak,Juan Quintela
81ee17aa461d,https://github.com/qemu/qemu/commit/81ee17aa461d,vhost-user-scsi: Fix memleaks in vus_proc_req(),Alex Chen
f012bec89098,https://github.com/qemu/qemu/commit/f012bec89098,tap: fix a memory leak,yuanjungong
7aed584ca6a1,https://github.com/qemu/qemu/commit/7aed584ca6a1,tests/qtest: fix memleak in npcm7xx_watchdog_timer-test,Chen Qun
2b37e9f84372,https://github.com/qemu/qemu/commit/2b37e9f84372,authz-list-file: Fix file read error handling,Markus Armbruster
42ccce19818e,https://github.com/qemu/qemu/commit/42ccce19818e,target/i386: avoid theoretical leak on MCE injection,Paolo Bonzini
9cd7dde0730e,https://github.com/qemu/qemu/commit/9cd7dde0730e,plugins: Fix two resource leaks in setup_socket(),Alex Chen
dbb864ba4f7b,https://github.com/qemu/qemu/commit/dbb864ba4f7b,plugins: Fix resource leak in connect_socket(),Alex Chen
9e8424088c56,https://github.com/qemu/qemu/commit/9e8424088c56,multifd/tls: fix memoryleak of the QIOChannelSocket object when cancelling migration,Chuan Zheng
862ee1e07e9d,https://github.com/qemu/qemu/commit/862ee1e07e9d,colo-compare: fix missing compare_seq initialization,Li Zhijian
b1b9ab1c04d5,https://github.com/qemu/qemu/commit/b1b9ab1c04d5,qga: fix missing closedir() in qmp_guest_get_disks(),Michael Roth
60f6de8fbafa,https://github.com/qemu/qemu/commit/60f6de8fbafa,hw/rx/rx-gdbsim: Fix memory leak (CID 1432307),Philippe Mathieu-Daudé
bf4ee88ab63f,https://github.com/qemu/qemu/commit/bf4ee88ab63f,hw/mips/boston: Fix memory leak in boston_fdt_filter() error-handling paths,Peter Maydell
022625a8ade3,https://github.com/qemu/qemu/commit/022625a8ade3,linux-user: Check copy_from_user() return value in vma_dump_size(),Peter Maydell
e4ce178b6153,https://github.com/qemu/qemu/commit/e4ce178b6153,linux-user/syscall: Fix missing target_to_host_timespec64() check,Alistair Francis
9f6df01d0e12,https://github.com/qemu/qemu/commit/9f6df01d0e12,contrib/vhost-user-blk: fix get_config() information leak,Stefan Hajnoczi
f8ffcb2bda22,https://github.com/qemu/qemu/commit/f8ffcb2bda22,block/export: fix vhost-user-blk get_config() information leak,Stefan Hajnoczi
9ce22da0d834,https://github.com/qemu/qemu/commit/9ce22da0d834,test-util-sockets: Plug file descriptor leak,Markus Armbruster
8055d2fb7f47,https://github.com/qemu/qemu/commit/8055d2fb7f47,hw/smbios: Fix leaked fd in save_opt_one() error path,Philippe Mathieu-Daudé
2693026042d2,https://github.com/qemu/qemu/commit/2693026042d2,tools/virtiofsd: Check vu_init() return value (CID 1435958),Philippe Mathieu-Daudé
885538fdc9e2,https://github.com/qemu/qemu/commit/885538fdc9e2,elf2dmp: Fix memory leak on main() error paths,AlexChen
2b323087b546,https://github.com/qemu/qemu/commit/2b323087b546,linux-user/elfload: Avoid leaking interp_name using GLib memory API,Philippe Mathieu-Daudé
c6056bd1ce63,https://github.com/qemu/qemu/commit/c6056bd1ce63,hw/block/nvme: commonize nvme_rw error handling,Klaus Jensen
195cc354696d,https://github.com/qemu/qemu/commit/195cc354696d,pci: pass along the return value of dma_memory_rw,Klaus Jensen
d232b87ec6e3,https://github.com/qemu/qemu/commit/d232b87ec6e3,libqtest: fix memory leak in the qtest_qmp_event_ref,Maxim Levitsky
5b4c95d0a377,https://github.com/qemu/qemu/commit/5b4c95d0a377,block/blkdebug: fix memory leak,Elena Afanasova
a5af92e2e937,https://github.com/qemu/qemu/commit/a5af92e2e937,spapr: Simplify error handling in spapr_cpu_core_realize(),Greg Kurz
ebd226d221c4,https://github.com/qemu/qemu/commit/ebd226d221c4,spapr: Simplify error handling in prop_get_fdt(),Greg Kurz
a9c2cdace0a9,https://github.com/qemu/qemu/commit/a9c2cdace0a9,spapr: Simplify error handling in spapr_vio_busdev_realize(),Greg Kurz
7e92da81be37,https://github.com/qemu/qemu/commit/7e92da81be37,spapr: Simplify error handling in do_client_architecture_support(),Greg Kurz
a3114923d4c5,https://github.com/qemu/qemu/commit/a3114923d4c5,spapr: Simplify error handling in callers of ppc_set_compat(),Greg Kurz
899134eb495f,https://github.com/qemu/qemu/commit/899134eb495f,ppc: Fix return value in cpu_post_load() error path,Greg Kurz
9c4d1497e8d4,https://github.com/qemu/qemu/commit/9c4d1497e8d4,spapr: Fix error leak in spapr_realize_vcpu(),Greg Kurz
c8726f7b24be,https://github.com/qemu/qemu/commit/c8726f7b24be,vfio-ccw: plug memory leak while getting region info,Cornelia Huck
8821e2141446,https://github.com/qemu/qemu/commit/8821e2141446,target/i386/kvm: Add missing fallthrough comment,Thomas Huth
5ace4cc0e8d8,https://github.com/qemu/qemu/commit/5ace4cc0e8d8,hw/arm/pxa2xx: Add missing fallthrough comment,Thomas Huth
b9be6faed1a0,https://github.com/qemu/qemu/commit/b9be6faed1a0,"block/qcow2-cluster: Add missing ""fallthrough"" annotation",Thomas Huth
c8edbfb2cc44,https://github.com/qemu/qemu/commit/c8edbfb2cc44,block/nvme: Use common error path in nvme_add_io_queue(),Philippe Mathieu-Daudé
7791acaf3d18,https://github.com/qemu/qemu/commit/7791acaf3d18,vnc-auth-sasl: Plug memleak in vnc_socket_ip_addr_string,Pan Nengyuan
df1a312fea58,https://github.com/qemu/qemu/commit/df1a312fea58,tests/qtest/ahci: Improve error handling (NEGATIVE_RETURNS),Philippe Mathieu-Daudé
efacd5b89643,https://github.com/qemu/qemu/commit/efacd5b89643,target/i386/sev: Plug memleak in sev_read_file_base64,Pan Nengyuan
3aa8203e5ef4,https://github.com/qemu/qemu/commit/3aa8203e5ef4,target/i386/cpu: Fix memleak in x86_cpu_class_check_missing_features,Pan Nengyuan
a70174ef2e6c,https://github.com/qemu/qemu/commit/a70174ef2e6c,hw/block/nvme: fix missing endian conversion,Klaus Jensen
bd7b4e1fe675,https://github.com/qemu/qemu/commit/bd7b4e1fe675,hw/net/can: Add missing fallthrough statements,Thomas Huth
2fdb42d84040,https://github.com/qemu/qemu/commit/2fdb42d84040,hw: ehci: check return value of 'usb_packet_map',Li Qiang
dd8525472a17,https://github.com/qemu/qemu/commit/dd8525472a17,hw: ehci: destroy sglist in error path,Li Qiang
21bc31524e8c,https://github.com/qemu/qemu/commit/21bc31524e8c,hw: xhci: check return value of 'usb_packet_map',Li Qiang
a9e80a5f0cdd,https://github.com/qemu/qemu/commit/a9e80a5f0cdd,migration: tls: fix memory leak in migration_tls_get_creds,Zhenyu Ye
0216b18b79c4,https://github.com/qemu/qemu/commit/0216b18b79c4,hw/vfio/ap: Plug memleak in vfio_ap_get_group(),Pan Nengyuan
61203f2b356f,https://github.com/qemu/qemu/commit/61203f2b356f,ppc/xive: Simplify error handling in xive_tctx_realize(),Greg Kurz
2a8100cb6195,https://github.com/qemu/qemu/commit/2a8100cb6195,ppc/xive: Fix error handling in vmstate_xive_tctx_*() callbacks,Greg Kurz
42a92d925d03,https://github.com/qemu/qemu/commit/42a92d925d03,spapr/kvm: Fix error handling in kvmppc_xive_pre_save(),Greg Kurz
d53482a73bba,https://github.com/qemu/qemu/commit/d53482a73bba,spapr/xive: Rework error handling in kvmppc_xive_get_queues(),Greg Kurz
46407a2531da,https://github.com/qemu/qemu/commit/46407a2531da,spapr/xive: Rework error handling of kvmppc_xive_source_reset(),Greg Kurz
4a6891b838e4,https://github.com/qemu/qemu/commit/4a6891b838e4,spapr: Simplify error handling in spapr_phb_realize(),Greg Kurz
6d592c557e2d,https://github.com/qemu/qemu/commit/6d592c557e2d,target/ppc: Fix TCG leak with the evmwsmiaa instruction,Matthieu Bucchianeri
bae127d4dcf6,https://github.com/qemu/qemu/commit/bae127d4dcf6,file-posix: Handle `EINVAL` fallocate return value,Antoine Damhet
5e29521a82e5,https://github.com/qemu/qemu/commit/5e29521a82e5,hw/avr/boot: Fix memory leak in avr_load_firmware(),Philippe Mathieu-Daudé
bcbad8b05c7f,https://github.com/qemu/qemu/commit/bcbad8b05c7f,fuzz: Fix leak when assembling datadir path string,Alexander Bulekov
a8c5cf27c945,https://github.com/qemu/qemu/commit/a8c5cf27c945,file-posix: Fix leaked fd in raw_open_common() error path,Kevin Wolf
ab2d185d6b1d,https://github.com/qemu/qemu/commit/ab2d185d6b1d,"qom: Plug memory leak in ""info qom-tree""",Markus Armbruster
82e258db15dc,https://github.com/qemu/qemu/commit/82e258db15dc,qtest: bios-tables-test: fix a memory leak,Li Qiang
a69f97c11102,https://github.com/qemu/qemu/commit/a69f97c11102,target/riscv: fix return value of do_opivx_widen(),Frank Chang
9728ebfb77f0,https://github.com/qemu/qemu/commit/9728ebfb77f0,migration: fix memory leak in qmp_migrate_set_parameters,Zheng Chuan
ccb237090fda,https://github.com/qemu/qemu/commit/ccb237090fda,disas/sh4: Add missing fallthrough annotations,Thomas Huth
2c65fefa054f,https://github.com/qemu/qemu/commit/2c65fefa054f,tests/qtest/fuzz: Add missing spaces in description,Thomas Huth
0b33521ea164,https://github.com/qemu/qemu/commit/0b33521ea164,pc: fix leak in pc_system_flash_cleanup_unused,Alexander Bulekov
a43770df5dbb,https://github.com/qemu/qemu/commit/a43770df5dbb,hmp: Ignore Error objects where the return value suffices,Markus Armbruster
2d226cf6d18c,https://github.com/qemu/qemu/commit/2d226cf6d18c,qdev: Ignore Error objects where the return value suffices,Markus Armbruster
0a15a73236cb,https://github.com/qemu/qemu/commit/0a15a73236cb,macio: Tidy up error handling in macio_newworld_realize(),Markus Armbruster
f10802d2c9fd,https://github.com/qemu/qemu/commit/f10802d2c9fd,qemu-storage-daemon: add missing cleanup calls,Stefan Hajnoczi
9cde9caa04be,https://github.com/qemu/qemu/commit/9cde9caa04be,migration/rdma: Plug memory leaks in qemu_rdma_registration_stop(),Markus Armbruster
18d588fe1e17,https://github.com/qemu/qemu/commit/18d588fe1e17,x86: Fix x86_cpu_new() error handling,Markus Armbruster
b94b3c02df87,https://github.com/qemu/qemu/commit/b94b3c02df87,vnc: Plug minor memory leak in vnc_display_open(),Markus Armbruster
05584d12ae0c,https://github.com/qemu/qemu/commit/05584d12ae0c,test-util-filemonitor: Plug unlikely memory leak,Markus Armbruster
b98e8d1230ff,https://github.com/qemu/qemu/commit/b98e8d1230ff,sd/milkymist-memcard: Plug minor memory leak in realize,Markus Armbruster
b368123dd997,https://github.com/qemu/qemu/commit/b368123dd997,qga: Plug unlikely memory leak in guest-set-memory-blocks,Markus Armbruster
14963c34b990,https://github.com/qemu/qemu/commit/14963c34b990,spapr: Plug minor memory leak in spapr_machine_init(),Markus Armbruster
246da7db3cc1,https://github.com/qemu/qemu/commit/246da7db3cc1,qom-hmp-cmds: fix a memleak in hmp_qom_get,Pan Nengyuan
a4f67e180def,https://github.com/qemu/qemu/commit/a4f67e180def,target/arm: Add missing TCG temp free in do_2shift_env_64(),Peter Maydell
9593a3988c3e,https://github.com/qemu/qemu/commit/9593a3988c3e,target/arm: Fix missing temp frees in do_vshll_2sh,Peter Maydell
4a39181db284,https://github.com/qemu/qemu/commit/4a39181db284,qom/object: Fix object_child_foreach_recursive() return value,Cédric Le Goater
2f0c285aaac5,https://github.com/qemu/qemu/commit/2f0c285aaac5,migration/rdma: cleanup rdma context before g_free to avoid memleaks,Pan Nengyuan
3e1df4cc4667,https://github.com/qemu/qemu/commit/3e1df4cc4667,mips/boston: Plug memory leak in boston_mach_init(),Markus Armbruster
932d3a65c8bf,https://github.com/qemu/qemu/commit/932d3a65c8bf,mips/boston: Fix boston_mach_init() error handling,Markus Armbruster
a729f9bc843a,https://github.com/qemu/qemu/commit/a729f9bc843a,mips/malta: Fix create_cps() error handling,Markus Armbruster
75de4efa00d2,https://github.com/qemu/qemu/commit/75de4efa00d2,nvdimm: Plug memory leak in uuid property setter,Markus Armbruster
b577031cf21e,https://github.com/qemu/qemu/commit/b577031cf21e,target/ppc: Add missing braces in ppc_radix64_partition_scoped_xlate(),Greg Kurz
73ee6da45d22,https://github.com/qemu/qemu/commit/73ee6da45d22,tests/fuzz: Add missing space in test description,Philippe Mathieu-Daudé
ad31b8af73b8,https://github.com/qemu/qemu/commit/ad31b8af73b8,migration/multifd: fix memleaks in multifd_new_send_channel_async,Pan Nengyuan
59c59c67ee6b,https://github.com/qemu/qemu/commit/59c59c67ee6b,migration/rdma: fix a memleak on error path in rdma_start_incoming_migration,Pan Nengyuan
58602676dfd0,https://github.com/qemu/qemu/commit/58602676dfd0,migration/colo: Add missing error-propagation code,Philippe Mathieu-Daudé
4155c998b6f7,https://github.com/qemu/qemu/commit/4155c998b6f7,qga: Fix qmp_guest_get_memory_blocks() error handling,Markus Armbruster
735527e17907,https://github.com/qemu/qemu/commit/735527e17907,migration/colo: Fix qmp_xen_colo_do_checkpoint() error handling,Markus Armbruster
fdceb4ab4d7b,https://github.com/qemu/qemu/commit/fdceb4ab4d7b,io: Fix qio_channel_socket_close() error handling,Markus Armbruster
ee29f6e92d98,https://github.com/qemu/qemu/commit/ee29f6e92d98,bochs-display: Fix vgamem=SIZE error handling,Markus Armbruster
07a978ef376c,https://github.com/qemu/qemu/commit/07a978ef376c,fdc: Fix fallback=auto error handling,Markus Armbruster
77ed971b9d96,https://github.com/qemu/qemu/commit/77ed971b9d96,block/file-posix: Fix check_cache_dropped() error handling,Markus Armbruster
3119154db048,https://github.com/qemu/qemu/commit/3119154db048,target/ppc: Fix TCG temporary leaks in gen_slbia(),Philippe Mathieu-Daudé
40bd0502dbee,https://github.com/qemu/qemu/commit/40bd0502dbee,target/rx/translate: Add missing fall through comment,Philippe Mathieu-Daudé
1f089c6705fd,https://github.com/qemu/qemu/commit/1f089c6705fd,target/xtensa: add FIXME for translation memory leak,Alex Bennée
7f5d9b206d1e,https://github.com/qemu/qemu/commit/7f5d9b206d1e,object-add: don't create return value if failed,Paolo Bonzini
b3fbb3281235,https://github.com/qemu/qemu/commit/b3fbb3281235,qmp: fix leak on callbacks that return both value and error,Marc-André Lureau
9cbc36497c9c,https://github.com/qemu/qemu/commit/9cbc36497c9c,migration: fix cleanup_bh leak on resume,Marc-André Lureau
e82cdba39453,https://github.com/qemu/qemu/commit/e82cdba39453,vhost-vsock: fix double close() in the realize() error path,Stefano Garzarella
63fef6287e55,https://github.com/qemu/qemu/commit/63fef6287e55,hw/arm/xlnx-zynqmp.c: Avoid memory leak in error-return path,Peter Maydell
de38ed300764,https://github.com/qemu/qemu/commit/de38ed300764,virtio-iommu: avoid memleak in the unrealize,Pan Nengyuan
cfaf757edd77,https://github.com/qemu/qemu/commit/cfaf757edd77,virtio-blk: delete vqs on the error path in realize(),Pan Nengyuan
0d930b870a87,https://github.com/qemu/qemu/commit/0d930b870a87,virtio-serial-bus: Plug memory leak on realize() error paths,Pan Nengyuan
1656324ec0d1,https://github.com/qemu/qemu/commit/1656324ec0d1,qemu-img: Fix check's leak/corruption fix report,Max Reitz
d4ff109373ce,https://github.com/qemu/qemu/commit/d4ff109373ce,hmp/vnc: Fix info vnc list leak,Dr. David Alan Gilbert
71eaec2e8c7c,https://github.com/qemu/qemu/commit/71eaec2e8c7c,block: Avoid memleak on qcow2 image info failure,Eric Blake
ce05fa0fcc9e,https://github.com/qemu/qemu/commit/ce05fa0fcc9e,spapr: Fix memory leak in h_client_architecture_support(),Greg Kurz
d6f33c557ce9,https://github.com/qemu/qemu/commit/d6f33c557ce9,hw/arm/cubieboard: make sure SOC object isn't leaked,Igor Mammedov
9b6abdcfae44,https://github.com/qemu/qemu/commit/9b6abdcfae44,qom-qmp-cmds: fix two memleaks in qmp_object_add,Pan Nengyuan
2244f2335ea8,https://github.com/qemu/qemu/commit/2244f2335ea8,core/qdev: fix memleak in qdev_get_gpio_out_connector(),Pan Nengyuan
d1eddab86f92,https://github.com/qemu/qemu/commit/d1eddab86f92,qga: Fix a memory leak,Philippe Mathieu-Daudé
eeea1faa099f,https://github.com/qemu/qemu/commit/eeea1faa099f,block: Fix leak in bdrv_create_file_fallback(),Max Reitz
a6fbd637557a,https://github.com/qemu/qemu/commit/a6fbd637557a,test-vmstate: Fix memleaks in test_load_qlist,Chen Qun
8198cf5ef0ef,https://github.com/qemu/qemu/commit/8198cf5ef0ef,block/nbd: fix memory leak in nbd_open(),Pan Nengyuan
dcc474c69e6a,https://github.com/qemu/qemu/commit/dcc474c69e6a,plugins/core: add missing break in cb_to_tcg_flags,Emilio G. Cota
13e546812711,https://github.com/qemu/qemu/commit/13e546812711,vhost-user-blk: delete virtioqueues in unrealize to fix memleaks,Pan Nengyuan
438bafcac553,https://github.com/qemu/qemu/commit/438bafcac553,hw/ppc/virtex_ml507:fix leak of fdevice tree blob,Chen Qun
e8ead7d57964,https://github.com/qemu/qemu/commit/e8ead7d57964,pnv/phb3: Add missing break statement,Greg Kurz
7cfb999fe9c8,https://github.com/qemu/qemu/commit/7cfb999fe9c8,pnv/phb4: Fix error path in pnv_pec_realize(),Greg Kurz
d1cb67841ca2,https://github.com/qemu/qemu/commit/d1cb67841ca2,hw/xtensa/xtfpga:fix leak of fdevice tree blob,Chen Qun
757ca9b81a5d,https://github.com/qemu/qemu/commit/757ca9b81a5d,hw/nios2:fix leak of fdevice tree blob,Chen Qun
8bbc394c552c,https://github.com/qemu/qemu/commit/8bbc394c552c,hw/char/exynos4210_uart: Fix memleaks in exynos4210_uart_init,Chen Qun
2a1bc8bde7cc,https://github.com/qemu/qemu/commit/2a1bc8bde7cc,migration/rdma: rdma_accept_incoming_migration fix error handling,Dr. David Alan Gilbert
6fa249027f97,https://github.com/qemu/qemu/commit/6fa249027f97,virtiofsd: fv_create_listen_socket error path socket leak,Dr. David Alan Gilbert
cb8956144cca,https://github.com/qemu/qemu/commit/cb8956144cca,block: fix memleaks in bdrv_refresh_filename,Pan Nengyuan
a661614de18c,https://github.com/qemu/qemu/commit/a661614de18c,monitor: fix memory leak in monitor_fdset_dup_fd_find_remove,Chen Qun
aeab8e5eb220,https://github.com/qemu/qemu/commit/aeab8e5eb220,target/arm: fix TCG leak for fcvt half->double,Alex Bennée
fa7c8e92cb9b,https://github.com/qemu/qemu/commit/fa7c8e92cb9b,hw/arm/virt: Add missing 5.0 options call to 4.2 options,Andrew Jones
fb574de81bfd,https://github.com/qemu/qemu/commit/fb574de81bfd,block/backup: fix memory leak in bdrv_backup_top_append(),Eiichi Tsukata
c9c0ed697698,https://github.com/qemu/qemu/commit/c9c0ed697698,virtio-scsi: delete vqs in unrealize to avoid memleaks,Pan Nengyuan
ada44065167b,https://github.com/qemu/qemu/commit/ada44065167b,hw/display/tcx: Add missing fall through comments,Philippe Mathieu-Daudé
f7621fd1aaba,https://github.com/qemu/qemu/commit/f7621fd1aaba,audio/audio: Add missing fall through comment,Philippe Mathieu-Daudé
740b0b700a63,https://github.com/qemu/qemu/commit/740b0b700a63,Virtiofsd: fix memory leak on fuse queueinfo,Liu Bo
fc3f0041b43b,https://github.com/qemu/qemu/commit/fc3f0041b43b,virtiofsd: fix incorrect error handling in lo_do_lookup,Eric Ren
eb68a33b5fc5,https://github.com/qemu/qemu/commit/eb68a33b5fc5,virtiofsd: fix memory leak on lo.source,Liu Bo
c6de804670f2,https://github.com/qemu/qemu/commit/c6de804670f2,virtiofsd: fix error handling in main(),Liu Bo
dd958f9ef44e,https://github.com/qemu/qemu/commit/dd958f9ef44e,virtio-scsi: delete vqs in unrealize to avoid memleaks,Pan Nengyuan
9580d60e66d1,https://github.com/qemu/qemu/commit/9580d60e66d1,virtio-9p-device: fix memleak in virtio_9p_device_unrealize,Pan Nengyuan
841b8d099c46,https://github.com/qemu/qemu/commit/841b8d099c46,9pfs: local: Fix possible memory leak in local_link(),Jiajun Chen
bb8136df698b,https://github.com/qemu/qemu/commit/bb8136df698b,riscv/sifive_u: fix a memory leak in soc_realize(),Pan Nengyuan
99fd3178a0d6,https://github.com/qemu/qemu/commit/99fd3178a0d6,tests/qtest/vhost-user-test: Fix memory leaks,Thomas Huth
34b9d6a1f8df,https://github.com/qemu/qemu/commit/34b9d6a1f8df,xhci: Fix memory leak in xhci_kick_epctx when poweroff GuestOS,Chen Qun
6ec0a0636625,https://github.com/qemu/qemu/commit/6ec0a0636625,hw/i386/x86-iommu: Add missing stubs,Philippe Mathieu-Daudé
adb464ff671d,https://github.com/qemu/qemu/commit/adb464ff671d,vl: fix memory leak in configure_accelerators,Chen Qun
638be47830ec,https://github.com/qemu/qemu/commit/638be47830ec,util/module: fix a memory leak,Pan Nengyuan
3a688294e2c3,https://github.com/qemu/qemu/commit/3a688294e2c3,ppc/pnv: check return value of blk_pwrite(),Cédric Le Goater
218fc2b5c839,https://github.com/qemu/qemu/commit/218fc2b5c839,hw/i386/x86-iommu: Add missing stubs,Philippe Mathieu-Daudé
88be15a9e19c,https://github.com/qemu/qemu/commit/88be15a9e19c,throttle-groups: fix memory leak in throttle_group_set_limit:,PanNengyuan
e615c157f3d2,https://github.com/qemu/qemu/commit/e615c157f3d2,virtio-serial-bus: fix memory leak while attach virtio-serial-bus,Pan Nengyuan
3627842855a2,https://github.com/qemu/qemu/commit/3627842855a2,virtio-balloon: fix memory leak while attach virtio-balloon device,Pan Nengyuan
0d82411d0e38,https://github.com/qemu/qemu/commit/0d82411d0e38,display/bochs-display: fix memory leak,Cameron Esfahani
d402c98396b6,https://github.com/qemu/qemu/commit/d402c98396b6,hw/intc/s390: Simplify error handling in kvm_s390_flic_realize(),Markus Armbruster
8cb846db9e02,https://github.com/qemu/qemu/commit/8cb846db9e02,crypto: Fix certificate file error handling crash bug,Markus Armbruster
15cea92d9e8a,https://github.com/qemu/qemu/commit/15cea92d9e8a,gpio: fix memory leak in aspeed_gpio_init(),PanNengyuan
cb09104ea841,https://github.com/qemu/qemu/commit/cb09104ea841,block/file-posix: Fix laio_init() error handling crash bug,Markus Armbruster
